angular_velocity,raw_current,read_current,timestamp
-127.75810241699219,-5043,742,1741268912.9085631
-128.70057678222656,-5462,824,1741268912.9085631
-134.14601135253906,-5849,873,1741268912.9085631
-138.96311950683594,-5959,968,1741268912.9241254
-149.3303680419922,-6352,1109,1741268912.9246297
-155.19468688964844,-6645,1174,1741268912.9246297
-161.37315368652344,-6486,1282,1741268912.9246297
-174.6725616455078,-6623,1300,1741268912.9246297
-179.07078552246094,-6330,1298,1741268912.9402883
-191.8466033935547,-6060,1342,1741268912.9407928
-195.72122192382812,-5736,1290,1741268912.9407928
-200.95721435546875,-4611,1154,1741268912.9407928
-205.14601135253906,-4379,1101,1741268912.9556859
-201.89968872070312,-3639,919,1741268912.9556859
-197.71090698242188,-2798,719,1741268912.9562192
-193.3126678466797,-2792,604,1741268912.9562192
-180.64158630371094,-1839,522,1741268912.9709532
-174.46311950683594,-1588,372,1741268912.9714618
-154.5663604736328,-979,236,1741268912.9714618
-138.3347930908203,-395,138,1741268912.986791
-119.27580261230469,0,56,1741268912.986791
-94.45722198486328,451,25,1741268912.986791
-75.18878936767578,922,9,1741268912.986791
-52.88347625732422,1069,-4,1741268913.002181
-26.389379501342773,876,17,1741268913.0026865
-1.3613568544387817,227,30,1741268913.0026865
13.089969635009766,172,32,1741268913.0026865
19.896753311157227,-15,30,1741268913.0173728
24.713863372802734,-72,29,1741268913.0173728
31.520647048950195,-52,29,1741268913.0178993
31.311206817626953,-221,27,1741268913.0178993
30.578168869018555,-310,24,1741268913.032753
29.321533203125,-274,24,1741268913.032753
26.075220108032227,-318,23,1741268913.0332704
20.31563377380371,95,27,1741268913.0332704
21.46755027770996,1356,48,1741268913.0480268
27.122417449951172,2734,112,1741268913.0480268
42.93510055541992,4329,287,1741268913.0480268
50.78908157348633,5373,389,1741268913.0485504
67.02064514160156,6616,633,1741268913.0635805
90.8967514038086,7723,971,1741268913.0640862
112.7831802368164,8240,1262,1741268913.0640862
132.26104736328125,8235,1545,1741268913.0640862
147.8643035888672,7720,1535,1741268913.0790546
170.1696014404297,7926,1639,1741268913.0790546
179.90853881835938,8204,1808,1741268913.0790546
197.1873016357422,7763,1853,1741268913.0790546
209.8583984375,7386,1848,1741268913.0947094
219.28317260742188,7633,1861,1741268913.0947094
226.08995056152344,7010,1974,1741268913.0947094
228.0796356201172,6382,1687,1741268913.109478
230.06930541992188,5878,1560,1741268913.109478
232.05899047851562,5760,1563,1741268913.109478
232.6873016357422,5728,1478,1741268913.109478
235.72418212890625,5402,1431,1741268913.1248462
232.6873016357422,4902,1396,1741268913.1248462
232.05899047851562,4414,1290,1741268913.1248462
227.45130920410156,3944,1037,1741268913.1248462
215.82742309570312,3682,870,1741268913.1399238
203.57521057128906,3689,841,1741268913.1404307
196.2448272705078,3802,745,1741268913.1404307
183.99261474609375,3718,756,1741268913.1404307
170.90264892578125,2675,584,1741268913.1551247
163.2581024169922,2548,458,1741268913.1551247
147.44541931152344,1623,282,1741268913.1551247
126.18730926513672,1211,211,1741268913.1551247
113.20205688476562,685,125,1741268913.1706257
83.88052368164062,846,88,1741268913.1706257
68.48672485351562,1072,104,1741268913.1711311
47.01917266845703,1105,87,1741268913.1858091
35.499996185302734,1279,81,1741268913.1858091
16.859880447387695,1568,65,1741268913.1858091
6.0737457275390625,1746,59,1741268913.1858091
0.0,1885,53,1741268913.2010105
-0.5235987901687622,1927,53,1741268913.2010105
0.41887903213500977,1802,54,1741268913.2010105
1.884955644607544,1838,57,1741268913.201515
3.665191650390625,1894,61,1741268913.216507
6.2831854820251465,1885,65,1741268913.216507
6.2831854820251465,1473,56,1741268913.216507
5.445427417755127,1305,51,1741268913.216507
2.8274335861206055,976,42,1741268913.2318692
0.6283185482025146,788,35,1741268913.2318692
-0.942477822303772,681,32,1741268913.2318692
-0.7330383062362671,567,31,1741268913.2323756
-1.1519173383712769,383,30,1741268913.2471902
-1.3613568544387817,458,29,1741268913.2471902
-2.1991147994995117,313,29,1741268913.2471902
-2.9321532249450684,361,29,1741268913.2476957
-4.607669353485107,420,28,1741268913.2629375
-5.9690260887146,358,28,1741268913.2629375
-6.178465843200684,374,29,1741268913.2629375
-6.387905120849609,407,27,1741268913.2785208
-7.749261856079102,493,27,1741268913.2785208
-8.16814136505127,561,25,1741268913.2790382
-9.42477798461914,621,27,1741268913.2790382
-9.738937377929688,630,26,1741268913.2941146
-9.738937377929688,479,27,1741268913.2941146
-7.9587016105651855,415,27,1741268913.2941146
-6.806784152984619,204,28,1741268913.2946641
-8.16814136505127,-46,29,1741268913.3100302
-11.2050142288208,-168,30,1741268913.3100302
-15.393804550170898,-100,32,1741268913.3100302
-19.37315559387207,-168,32,1741268913.3100302
-22.4100284576416,-242,36,1741268913.3256018
-30.997047424316406,-413,41,1741268913.3256018
-32.88200378417969,-475,45,1741268913.3256018
-32.67256546020508,-724,53,1741268913.3261065
-38.222713470458984,-1035,67,1741268913.3407848
-45.23893737792969,-1603,101,1741268913.3412957
-52.88347625732422,-2172,151,1741268913.3412957
-64.9262466430664,-2343,206,1741268913.3412957
-67.33480072021484,-2484,225,1741268913.3566787
-71.94247436523438,-2568,253,1741268913.3566787
-79.16813659667969,-3113,288,1741268913.3566787
-81.99556732177734,-3637,363,1741268913.3566787
-92.78170776367188,-4033,442,1741268913.3723044
-100.63568878173828,-4551,525,1741268913.3728092
-114.87757110595703,-4824,649,1741268913.3728092
-123.25515747070312,-5304,793,1741268913.3728092
-131.9468994140625,-5192,867,1741268913.3874683
-139.3820037841797,-5370,879,1741268913.3874683
-145.97933959960938,-5504,909,1741268913.3879716
-148.3878936767578,-5668,977,1741268913.3879716
-155.40411376953125,-5292,979,1741268913.402314
-159.1740264892578,-4924,937,1741268913.4028182
-161.58258056640625,-5074,961,1741268913.4028182
-159.59291076660156,-4869,907,1741268913.41708
-158.4409942626953,-4234,833,1741268913.41708
-156.55604553222656,-4078,815,1741268913.417622
-152.15780639648438,-4276,765,1741268913.417622
-145.14158630371094,-3738,723,1741268913.4328356
-140.74334716796875,-3904,617,1741268913.4328356
-132.3657684326172,-3435,633,1741268913.4328356
-127.1297836303711,-3263,496,1741268913.4328356
-119.27580261230469,-3194,426,1741268913.4484463
-104.40560150146484,-3230,419,1741268913.4484463
-96.65633392333984,-3337,397,1741268913.4484463
-86.81268310546875,-3829,399,1741268913.4484463
-79.79645538330078,-4285,435,1741268913.4643376
-78.01622009277344,-4860,481,1741268913.4643376
-74.56047058105469,-5344,531,1741268913.4643376
-79.37757873535156,-5886,626,1741268913.4643376
-80.94837188720703,-6395,750,1741268913.4797726
-83.77580261230469,-6653,772,1741268913.4797726
-86.81268310546875,-7350,905,1741268913.4797726
-93.61946105957031,-7420,997,1741268913.4950364
-100.4262466430664,-7691,1087,1741268913.4950364
-113.09733581542969,-7829,1199,1741268913.4950364
-115.92477416992188,-7726,1165,1741268913.4950364
-125.1401138305664,-7386,1231,1741268913.5104363
-133.09881591796875,-7459,1271,1741268913.5104363
-131.52801513671875,-6773,1233,1741268913.510968
-138.5442352294922,-6733,1172,1741268913.510968
-138.3347930908203,-6361,1166,1741268913.5262911
-136.13568115234375,-5678,1057,1741268913.5262911
-138.3347930908203,-5771,952,1741268913.5262911
-135.2979278564453,-5142,876,1741268913.5262911
-133.9365692138672,-4605,788,1741268913.5419602
-128.28170776367188,-3585,701,1741268913.5419602
-121.05603790283203,-3206,518,1741268913.5419602
-104.61503601074219,-2255,392,1741268913.5419602
-90.16371154785156,-1882,236,1741268913.5567842
-64.71681213378906,-1359,136,1741268913.5567842
-47.1238899230957,-1437,90,1741268913.5572886
-23.980825424194336,-1850,80,1741268913.5572886
-2.9321532249450684,-2059,60,1741268913.5722482
6.4926252365112305,-2102,44,1741268913.5722482
8.272860527038574,-2341,52,1741268913.5727527
6.702064514160156,-2349,58,1741268913.5727527
3.455751895904541,-2319,61,1741268913.5875149
-0.7330383062362671,-2246,69,1741268913.5875149
-0.7330383062362671,-2208,65,1741268913.5880191
-0.3141592741012573,-2121,59,1741268913.5880191
-0.3141592741012573,-1837,59,1741268913.6027339
0.0,-1553,51,1741268913.6027339
0.0,-1304,46,1741268913.6027339
1.0471975803375244,-968,37,1741268913.618466
3.455751895904541,-623,30,1741268913.618466
8.272860527038574,-82,27,1741268913.6189704
14.6607666015625,523,33,1741268913.6189704
24.08554458618164,1402,46,1741268913.6339495
33.51032257080078,1891,93,1741268913.6339495
45.34365463256836,2016,137,1741268913.6344585
64.1932144165039,2934,227,1741268913.6344585
72.46607208251953,3253,330,1741268913.649518
93.72418212890625,3950,368,1741268913.649518
104.71975708007812,4903,588,1741268913.6500363
109.536865234375,5350,740,1741268913.6500363
120.42771911621094,5534,865,1741268913.6657574
125.97786712646484,6205,925,1741268913.6657574
131.00440979003906,6461,1006,1741268913.6657574
130.79498291015625,7169,1089,1741268913.6662626
133.41297912597656,7405,1217,1741268913.680789
138.02064514160156,8496,1460,1741268913.680789
144.09439086914062,9190,1700,1741268913.6813068
146.0840606689453,9849,1751,1741268913.6813068
154.46163940429688,10247,2036,1741268913.6959975
170.69320678710938,10067,2249,1741268913.6959975
170.69320678710938,10506,2317,1741268913.6965277
188.60028076171875,10173,2385,1741268913.6965277
194.77874755859375,9878,2478,1741268913.7108207
200.22418212890625,9477,2391,1741268913.7108207
203.9940948486328,9405,2344,1741268913.7108207
208.8112030029297,8524,2258,1741268913.7108207
208.8112030029297,7713,2032,1741268913.7261457
207.44984436035156,7603,1756,1741268913.7261457
196.2448272705078,7000,1709,1741268913.7261457
189.0191650390625,6675,1540,1741268913.7417874
187.34364318847656,6210,1313,1741268913.7417874
178.54718017578125,5846,1162,1741268913.7417874
168.07521057128906,4965,1034,1741268913.742294
154.88052368164062,4047,821,1741268913.757014
136.65928649902344,3373,631,1741268913.757014
123.15043640136719,2388,462,1741268913.757014
100.32152557373047,1851,266,1741268913.757014
81.68141174316406,1814,186,1741268913.77286
51.20796203613281,2059,150,1741268913.77286
37.175514221191406,2584,139,1741268913.77286
16.859880447387695,2600,122,1741268913.77286
4.5029497146606445,3007,95,1741268913.7880852
-1.1519173383712769,3144,91,1741268913.7880852
-0.5235987901687622,3212,96,1741268913.7885957
0.20943951606750488,3281,98,1741268913.7885957
0.41887903213500977,3388,103,1741268913.803713
0.6283185482025146,3447,111,1741268913.803713
1.0471975803375244,3307,116,1741268913.803713
1.0471975803375244,3173,101,1741268913.803713
0.41887903213500977,2978,96,1741268913.819079
-0.5235987901687622,2724,84,1741268913.819079
-1.3613568544387817,2287,64,1741268913.8195844
-4.188790321350098,2012,48,1741268913.8195844
-9.005899429321289,1857,36,1741268913.8342593
-15.603243827819824,1284,31,1741268913.8342593
-22.828907012939453,1699,19,1741268913.8347828
-22.20058822631836,1699,16,1741268913.8498335
-20.629793167114258,1811,18,1741268913.8498335
-20.839231491088867,1816,16,1741268913.8498335
-20.001474380493164,1860,21,1741268913.850338
-21.25811004638672,1557,18,1741268913.8658335
-23.457225799560547,1140,20,1741268913.8658335
-21.04867172241211,935,18,1741268913.8658335
-23.980825424194336,755,15,1741268913.8658335
-25.02802276611328,624,17,1741268913.8813126
-33.61504364013672,344,19,1741268913.8813126
-34.45280075073242,97,25,1741268913.8818452
-37.07079315185547,-245,31,1741268913.8818452
-45.867252349853516,-989,66,1741268913.8966353
-51.52212142944336,-1642,113,1741268913.8966353
-54.34955596923828,-2208,154,1741268913.8966353
-72.15191650390625,-2968,248,1741268913.8966353
-88.17403411865234,-3299,335,1741268913.9117916
-87.44099426269531,-3697,426,1741268913.9117916
-99.58849334716797,-3591,449,1741268913.9117916
-105.24335479736328,-4060,451,1741268913.9117916
-115.29645538330078,-4238,568,1741268913.9272087
-117.91444396972656,-4594,633,1741268913.9272087
-127.75810241699219,-5508,765,1741268913.9272087
-136.5545654296875,-5611,922,1741268913.9277124
-145.14158630371094,-5655,1075,1741268913.943389
-150.1681365966797,-5999,1054,1741268913.943389
-151.21533203125,-6035,1139,1741268913.943389
-153.41444396972656,-6685,1250,1741268913.943389
-161.37315368652344,-6870,1303,1741268913.9581819
-160.64010620117188,-6856,1305,1741268913.9581819
-166.39968872070312,-7005,1422,1741268913.958731
-174.0442352294922,-6614,1442,1741268913.9733663
-180.8510284423828,-6601,1391,1741268913.9733663
-184.51622009277344,-6719,1433,1741268913.9738941
-185.4586944580078,-6450,1398,1741268913.9738941
-194.25515747070312,-5699,1320,1741268913.9885423
-190.69468688964844,-5580,1330,1741268913.989047
-194.25515747070312,-5430,1277,1741268913.9891324
-192.0560302734375,-5355,1160,1741268913.9891324
-185.6681365966797,-5555,1099,1741268914.004003
-178.6519012451172,-5194,1155,1741268914.004003
-174.0442352294922,-5665,1099,1741268914.0193338
-172.4734344482422,-5755,1081,1741268914.019869
-171.42623901367188,-5601,1148,1741268914.019869
-175.19615173339844,-6141,1202,1741268914.019869
-170.27432250976562,-5992,1236,1741268914.019869
-175.4055938720703,-6034,1294,1741268914.019869
-177.81414794921875,-6386,1334,1741268914.0347085
-180.43214416503906,-6699,1333,1741268914.0347085
-180.64158630371094,-6513,1308,1741268914.0347085
-181.68878173828125,-6077,1318,1741268914.0496566
-180.2227020263672,-5568,1232,1741268914.0496566
-180.8510284423828,-5526,1265,1741268914.0501788
-181.68878173828125,-5777,1157,1741268914.0501788
-184.51622009277344,-5158,1067,1741268914.111958
-179.2802276611328,-4642,934,1741268914.1124625
-174.25367736816406,-3445,821,1741268914.1124625
-162.00146484375,-2490,569,1741268914.1124625
-145.5604705810547,-1690,356,1741268914.1124625
-121.47492218017578,-1459,213,1741268914.1124625
-98.85545349121094,-1322,156,1741268914.1124625
-71.1047134399414,-1473,142,1741268914.1124625
-42.830379486083984,-1422,120,1741268914.1129756
-20.629793167114258,-1695,77,1741268914.1129756
-1.9896754026412964,-1191,47,1741268914.1129756
9.320058822631836,-921,26,1741268914.1129756
16.650442123413086,-807,20,1741268914.1129756
21.153390884399414,-935,19,1741268914.1129756
24.08554458618164,-1060,16,1741268914.1134887
28.483774185180664,-1166,12,1741268914.1134887
25.342182159423828,-1397,16,1741268914.1277587
20.943950653076172,-1232,18,1741268914.1277587
17.48819923400879,-601,21,1741268914.12818
14.870205879211426,-272,25,1741268914.12818
17.69763946533203,252,30,1741268914.1435804
23.352506637573242,1368,59,1741268914.1435804
29.321533203125,2151,118,1741268914.1435804
39.374629974365234,2546,159,1741268914.1435804
58.433624267578125,2764,225,1741268914.1585798
67.23008728027344,3483,286,1741268914.1585798
75.50294494628906,3719,356,1741268914.159094
81.05309295654297,4034,406,1741268914.173671
91.73450469970703,3994,493,1741268914.173671
96.55162048339844,4694,553,1741268914.173671
100.74040985107422,5423,661,1741268914.173671
108.59439086914062,5873,810,1741268914.1891124
109.32743072509766,6215,874,1741268914.1891124
117.18141174316406,6746,975,1741268914.1896353
116.76252746582031,7035,1022,1741268914.1896353
117.80973052978516,7612,1079,1741268914.2046506
123.77875518798828,8316,1317,1741268914.2046506
124.8259506225586,9245,1538,1741268914.2051618
138.02064514160156,9919,1942,1741268914.2051618
145.24630737304688,10529,2120,1741268914.2202327
168.28465270996094,11488,2523,1741268914.2202327
176.9763946533203,11454,2747,1741268914.22075
199.38641357421875,11674,2811,1741268914.22075
216.4557342529297,11600,3214,1741268914.2356422
233.10618591308594,11032,3210,1741268914.2356422
249.54718017578125,11121,3414,1741268914.2356422
271.0147399902344,11313,3751,1741268914.2356422
279.0781555175781,10980,3897,1741268914.2511537
304.31561279296875,10923,3988,1741268914.2511537
318.97637939453125,11237,4044,1741268914.2516778
332.79937744140625,10446,4062,1741268914.2516778
343.7949523925781,9899,3771,1741268914.2660499
351.0206298828125,8736,3533,1741268914.2660499
354.6858215332031,9081,3453,1741268914.2660499
357.8274230957031,7785,3331,1741268914.281266
360.4454040527344,8056,3171,1741268914.281266
364.8436279296875,8622,3229,1741268914.281266
368.29937744140625,7992,3251,1741268914.281771
364.8436279296875,7557,3050,1741268914.2964246
359.2934875488281,7824,2976,1741268914.2964246
356.04718017578125,8238,3036,1741268914.29696
353.2197570800781,8015,2960,1741268914.29696
354.9999694824219,7565,3075,1741268914.3114595
350.60174560546875,7832,3006,1741268914.3114595
347.46014404296875,7313,2896,1741268914.3114595
347.9837646484375,6573,2546,1741268914.3114595
341.8052978515625,6273,2467,1741268914.3264563
337.6164855957031,5721,1986,1741268914.3270025
321.38494873046875,5256,1690,1741268914.3270025
303.6872863769531,5222,1656,1741268914.3433647
290.49261474609375,4231,1307,1741268914.3433647
279.60174560546875,3142,1178,1741268914.3433647
260.5427551269531,2459,870,1741268914.3433647
226.5088348388672,1723,453,1741268914.3433647
177.1858367919922,777,213,1741268914.3585186
147.0265350341797,689,116,1741268914.359024
115.82005310058594,1241,121,1741268914.359024
89.74483489990234,1670,183,1741268914.359024
65.65928649902344,2049,167,1741268914.3740425
46.18141174316406,2705,168,1741268914.374579
24.713863372802734,2816,127,1741268914.374579
5.864306449890137,3014,106,1741268914.389695
-4.188790321350098,2822,81,1741268914.389695
-3.769911289215088,2346,63,1741268914.389695
-5.55014705657959,2052,48,1741268914.389695
-7.9587016105651855,1748,37,1741268914.4047213
-10.367256164550781,1501,32,1741268914.4047213
-11.414453506469727,1444,32,1741268914.4052265
-10.576695442199707,1418,33,1741268914.4052265
-9.215338706970215,1269,30,1741268914.4201214
-8.377580642700195,499,26,1741268914.4201214
-12.985250473022461,-198,30,1741268914.4201214
-21.572269439697266,-912,33,1741268914.4206257
-29.007373809814453,-1672,75,1741268914.435787
-44.29645919799805,-2200,144,1741268914.435787
-56.75811004638672,-3023,230,1741268914.435787
-72.15191650390625,-3694,362,1741268914.435787
-93.61946105957031,-4656,442,1741268914.4510515
-103.2536849975586,-5622,651,1741268914.4510515
-113.09733581542969,-5958,822,1741268914.4510515
-130.48081970214844,-6814,1031,1741268914.4510515
-151.73892211914062,-7570,1387,1741268914.4663925
-169.64601135253906,-7321,1434,1741268914.4663925
-191.8466033935547,-7341,1658,1741268914.4663925
-202.73745727539062,-7377,1760,1741268914.481534
-208.18287658691406,-7242,1773,1741268914.481534
-211.53390502929688,-6840,1719,1741268914.482051
-219.5973358154297,-6537,1718,1741268914.482051
-224.41444396972656,-6839,1820,1741268914.4970284
-228.6032257080078,-6751,1788,1741268914.4970284
-234.36282348632812,-7028,1849,1741268914.4970284
-238.02801513671875,-7188,1887,1741268914.4970284
-240.85543823242188,-6181,1853,1741268914.512507
-246.824462890625,-6545,1793,1741268914.512507
-246.824462890625,-5913,1810,1741268914.512507
-250.6990966796875,-6427,1718,1741268914.512507
-252.06045532226562,-5789,1584,1741268914.5277865
-251.64157104492188,-4987,1511,1741268914.5277865
-251.64157104492188,-5189,1446,1741268914.5277865
-246.4055938720703,-4740,1289,1741268914.5277865
-243.99703979492188,-4424,1253,1741268914.542926
-240.85543823242188,-4433,1205,1741268914.542926
-235.20057678222656,-4769,1152,1741268914.542926
-229.96458435058594,-4423,1054,1741268914.542926
-221.58700561523438,-4510,1092,1741268914.5585213
-215.5132598876953,-4565,1077,1741268914.559055
-213.31414794921875,-4576,1082,1741268914.559055
-210.1725616455078,-5393,1230,1741268914.5741293
-207.76400756835938,-5644,1329,1741268914.5741293
-209.96311950683594,-5947,1286,1741268914.574659
-206.716796875,-6279,1407,1741268914.574659
-206.716796875,-6379,1543,1741268914.5899143
-208.49703979492188,-7084,1620,1741268914.5899143
-213.9424591064453,-7467,1734,1741268914.5899143
-223.36724853515625,-7614,1869,1741268914.5899143
-235.20057678222656,-7312,1922,1741268914.6056323
-242.42623901367188,-8100,2074,1741268914.6056323
-255.3067626953125,-7760,2232,1741268914.6056323
-261.2757873535156,-7377,2203,1741268914.6056323
-264.31268310546875,-7085,2123,1741268914.6209035
-267.34954833984375,-6716,1967,1741268914.6209035
-271.7477722167969,-6189,1889,1741268914.6209035
-275.3082580566406,-6104,1882,1741268914.6214187
-277.5073547363281,-6091,1857,1741268914.6364026
-274.679931640625,-5573,1716,1741268914.6364026
-269.54864501953125,-5692,1755,1741268914.6364026
-268.2920227050781,-5938,1703,1741268914.636906
-263.893798828125,-6099,1637,1741268914.6516337
-262.5324401855469,-6246,1671,1741268914.6516337
-264.31268310546875,-6449,1784,1741268914.6516337
-263.6843566894531,-6251,1719,1741268914.6521375
-262.5324401855469,-6452,1738,1741268914.6671243
-264.1032409667969,-7199,2004,1741268914.6671243
-267.1401062011719,-7011,2176,1741268914.6676767
-269.3392028808594,-6918,2184,1741268914.6676767
-273.3185729980469,-7130,2348,1741268914.68282
-286.51324462890625,-7140,2323,1741268914.68282
-294.7861328125,-7423,2303,1741268914.68282
-305.572265625,-6585,2335,1741268914.6983175
-311.8554382324219,-6695,2396,1741268914.6983175
-317.824462890625,-6566,2210,1741268914.698827
-314.78759765625,-5520,2138,1741268914.698827
-317.824462890625,-5908,2061,1741268914.7142797
-316.253662109375,-4963,1854,1741268914.7142797
-317.824462890625,-5432,1729,1741268914.7142797
-314.2640075683594,-4547,1676,1741268914.7142797
-303.3731384277344,-4450,1588,1741268914.7291853
-299.8126525878906,-4492,1502,1741268914.7291853
-294.5766906738281,-4207,1446,1741268914.7291853
-287.9793395996094,-4653,1471,1741268914.7291853
-288.607666015625,-4950,1396,1741268914.7444255
-281.90557861328125,-4486,1447,1741268914.7444255
-271.538330078125,-4851,1425,1741268914.7444255
-265.67401123046875,-5190,1404,1741268914.7449303
-261.90411376953125,-5465,1478,1741268914.7602544
-259.4955749511719,-5714,1578,1741268914.7602544
-260.1238708496094,-5801,1587,1741268914.7602544
-255.3067626953125,-6021,1654,1741268914.7602544
-259.2861328125,-6518,1778,1741268914.7755656
-258.86724853515625,-6656,1856,1741268914.7755656
-258.2389221191406,-6986,1854,1741268914.7755656
-266.0928955078125,-6827,1834,1741268914.7755656
-269.1297912597656,-6298,1952,1741268914.7911222
-270.072265625,-6119,1851,1741268914.7916267
-275.3082580566406,-6519,1880,1741268914.7916267
-274.3657531738281,-5792,1931,1741268914.7916267
-282.9527893066406,-6190,1840,1741268914.8060098
-277.29791259765625,-5807,1803,1741268914.8060098
-279.182861328125,-5730,1804,1741268914.8065236
-279.70648193359375,-5402,1730,1741268914.8218088
-277.29791259765625,-5643,1599,1741268914.8218088
-278.97344970703125,-5208,1621,1741268914.8218088
-278.3451232910156,-5097,1604,1741268914.8218088
-280.753662109375,-5762,1589,1741268914.8373115
-278.3451232910156,-4994,1605,1741268914.8373115
-278.5545654296875,-5321,1649,1741268914.8378348
-279.9159240722656,-5482,1688,1741268914.8378348
-290.8067626953125,-5698,1715,1741268914.8525498
-289.3406982421875,-5588,1758,1741268914.8530552
-293.52947998046875,-5211,1736,1741268914.8530552
-292.3775634765625,-5400,1726,1741268914.8530552
-291.7492370605469,-5790,1882,1741268914.8680336
-293.9483642578125,-6479,2039,1741268914.8680336
-294.7861328125,-7360,2034,1741268914.8680336
-297.822998046875,-7929,2328,1741268914.8680336
-292.3775634765625,-8202,2593,1741268914.8838952
-306.8288879394531,-8620,2740,1741268914.8838952
-320.4424743652344,-8765,2981,1741268914.8838952
-337.3023376464844,-8467,3172,1741268914.8838952
-358.35101318359375,-8116,3137,1741268914.8992226
-376.9911193847656,-7510,3316,1741268914.8997273
-391.44244384765625,-8175,3191,1741268914.8997893
-404.5324401855469,-7502,3189,1741268914.8997893
-410.50146484375,-6618,3128,1741268914.9146395
-415.7374267578125,-6356,2796,1741268914.9146395
-416.3657531738281,-6214,2656,1741268914.9146395
-412.7005615234375,-5313,2540,1741268914.9146395
-412.4911193847656,-5269,2316,1741268914.9295812
-409.8731384277344,-5339,2263,1741268914.9295812
-411.54864501953125,-5420,2230,1741268914.9295812
-410.71087646484375,-5609,2258,1741268914.944811
-405.0560302734375,-5303,2271,1741268914.944811
-400.4483642578125,-5926,2406,1741268914.944811
-399.29644775390625,-6544,2623,1741268914.9453435
-403.2757873535156,-6653,2615,1741268914.9601884
